number_lines_per_partition,max_rule_set_size,max_size_each_rule,rules_size_weight,rules_accuracy_weight,number_quantiles_ordinal,cv_mean_accuracy,cv_std_accuracy,cv_mean_time,cv_std_time,cv_mean_num_rules,cv_std_num_rules,cv_mean_larger_rule,cv_std_larger_rule,cv_mean_sum_literals,cv_std_sum_literals
4,3,3,5,2,20,0.5980124264565329,0.09658510761349087,5.789939435323079,1.2670347359462704,3.0,0.0,1.0,0.0,3.0,0.0
16,1,4,1,1,15,0.9671133245640203,0.012655514276804282,0.29363649686177573,0.05331272665703982,1.0,0.0,3.7333333333333334,0.5936168397046636,3.7333333333333334,0.5936168397046636
4,3,3,10,2,10,0.5980124264565329,0.09658510761349087,5.645401922861735,1.2691557658838624,3.0,0.0,1.0,0.0,3.0,0.0
16,2,3,10,2,20,0.8659754778683048,0.1447251863099424,1.4985469659169515,1.2572559032135815,2.0,0.0,1.0,0.0,2.0,0.0
4,3,3,1,1,15,0.5980124264565329,0.09658510761349087,5.289296944936116,1.0356889173454407,3.0,0.0,1.0,0.0,3.0,0.0
16,4,3,5,1,5,0.8160243995055797,0.14019739301416903,4.074841070175171,2.509352563673298,4.0,0.0,1.0,0.0,4.0,0.0
16,4,4,10,1,20,0.7987306651333249,0.15600021124712501,6.672487783432007,4.956926333678744,4.0,0.0,1.0,0.0,4.0,0.0
8,1,1,5,1,15,0.6935146757183289,0.15900543942183032,0.15601498285929363,0.017012585470921604,1.0,0.0,1.0,0.0,1.0,0.0
8,3,3,2,2,5,0.82437765958269,0.12268109533114231,1.0072942097981772,0.1411895404370478,3.0,0.0,2.8,0.5606119105813882,7.133333333333334,1.3020130933435712
32,3,4,1,1,10,0.9629482100451398,0.0256130986953212,0.6576498826344808,0.1535686232696633,3.0,0.0,2.7333333333333334,0.7988086367179803,6.8,2.042407542932745
32,2,2,10,10,10,0.9416189429525793,0.03484359810390459,0.3157993157704671,0.054903014286223274,2.0,0.0,2.0,0.0,4.0,0.0
4,1,3,2,5,20,0.7249332383238555,0.1135612444853127,1.4661518255869548,0.16182395122864718,1.0,0.0,2.8666666666666667,0.35186577527449836,2.8666666666666667,0.35186577527449836
8,3,2,5,1,15,0.7269573936076758,0.16773579888206339,2.2853739738464354,0.785190876033314,3.0,0.0,1.0,0.0,3.0,0.0
4,2,2,5,5,5,0.5589703837321517,0.1174534977398966,2.202558660507202,0.46310188249637924,2.0,0.0,1.0,0.0,2.0,0.0
32,1,4,2,5,15,0.9719789021252961,0.011883133468756092,0.6815966447194417,0.09239192788218659,1.0,0.0,4.0,0.0,4.0,0.0
8,1,1,2,5,10,0.7830936198868647,0.07413459786514795,0.42874495188395184,0.026749943346072273,1.0,0.0,1.0,0.0,1.0,0.0
8,4,2,10,2,15,0.7628515518128829,0.12134844428402992,2.684973398844401,0.9334793328511388,4.0,0.0,1.0,0.0,4.0,0.0
